type,time_window,log_count,mean,z_score,exception_type,count,percentage
frequency_anomaly,2025-07-01 15:30:00,126911.0,3007.8280938506364,15.288408513894616,,,
frequency_anomaly,2025-07-01 15:50:00,72359.0,3007.8280938506364,8.55723893672105,,,
frequency_anomaly,2025-07-01 16:30:00,63882.0,3007.8280938506364,7.511262171328392,,,
frequency_anomaly,2025-07-01 17:10:00,37693.0,3007.8280938506364,4.279802278811187,,,
frequency_anomaly,2025-07-01 17:30:00,38421.0,3007.8280938506364,4.369630176086857,,,
frequency_anomaly,2025-07-01 17:40:00,150879.0,3007.8280938506364,18.245819285739756,,,
frequency_anomaly,2025-07-01 17:50:00,41748.0,3007.8280938506364,4.780148602235421,,,
frequency_anomaly,2025-07-01 18:10:00,87849.0,3007.8280938506364,10.468549553204745,,,
frequency_anomaly,2025-07-01 18:40:00,28323.0,3007.8280938506364,3.12363827129329,,,
frequency_anomaly,2025-07-01 18:50:00,49220.0,3007.8280938506364,5.702118448998893,,,
frequency_anomaly,2025-07-01 19:10:00,30273.0,3007.8280938506364,3.3642487104245493,,,
frequency_anomaly,2025-07-01 19:40:00,65291.0,3007.8280938506364,7.685118637346824,,,
frequency_anomaly,2025-07-02 09:00:00,93556.0,3007.8280938506364,11.172736105062231,,,
frequency_anomaly,2025-07-02 09:10:00,58979.0,3007.8280938506364,6.906281154374256,,,
frequency_anomaly,2025-07-02 11:20:00,79389.0,3007.8280938506364,9.424670417281437,,,
frequency_anomaly,2025-07-02 14:10:00,30240.0,3007.8280938506364,3.360176841454636,,,
frequency_anomaly,2025-07-02 14:20:00,75473.0,3007.8280938506364,8.941475299518354,,,
frequency_anomaly,2025-07-02 16:30:00,28532.0,3007.8280938506364,3.1494267747694096,,,
frequency_anomaly,2025-07-02 16:50:00,43020.0,3007.8280938506364,4.9371006425302735,,,
frequency_anomaly,2025-07-02 17:10:00,32428.0,3007.8280938506364,3.6301540931567873,,,
frequency_anomaly,2025-07-02 17:20:00,27653.0,3007.8280938506364,3.040966992207165,,,
frequency_anomaly,2025-07-02 17:30:00,56789.0,3007.8280938506364,6.636057122734534,,,
frequency_anomaly,2025-07-02 17:50:00,163861.0,3007.8280938506364,19.847667860510015,,,
frequency_anomaly,2025-07-02 18:00:00,70584.0,3007.8280938506364,8.338221742127212,,,
frequency_anomaly,2025-07-02 18:10:00,61059.0,3007.8280938506364,7.162932289447599,,,
frequency_anomaly,2025-07-02 18:20:00,111154.0,3007.8280938506364,13.344152775745256,,,
frequency_anomaly,2025-07-02 18:30:00,71723.0,3007.8280938506364,8.478762916573624,,,
frequency_anomaly,2025-07-02 20:20:00,27935.0,3007.8280938506364,3.0757629634046086,,,
frequency_anomaly,2025-07-03 10:00:00,87115.0,3007.8280938506364,10.377981316116363,,,
frequency_anomaly,2025-07-03 10:10:00,43650.0,3007.8280938506364,5.014836322864988,,,
frequency_anomaly,2025-07-03 10:20:00,54627.0,3007.8280938506364,6.369288010220799,,,
frequency_anomaly,2025-07-03 10:50:00,29221.0,3007.8280938506364,3.2344424632624547,,,
frequency_anomaly,2025-07-03 11:10:00,27788.0,3007.8280938506364,3.0576246379931753,,,
frequency_anomaly,2025-07-03 14:00:00,27674.0,3007.8280938506364,3.0435581815516555,,,
frequency_anomaly,2025-07-03 14:20:00,53872.0,3007.8280938506364,6.276128583787927,,,
frequency_anomaly,2025-07-03 14:30:00,48577.0,3007.8280938506364,5.622778699069969,,,
frequency_anomaly,2025-07-03 14:40:00,66754.0,3007.8280938506364,7.865638161679661,,,
frequency_anomaly,2025-07-03 15:10:00,39156.0,3007.8280938506364,4.460321803144025,,,
frequency_anomaly,2025-07-03 15:20:00,59245.0,3007.8280938506364,6.939102886071136,,,
frequency_anomaly,2025-07-03 15:30:00,32455.0,3007.8280938506364,3.633485622313989,,,
frequency_anomaly,2025-07-03 15:40:00,44561.0,3007.8280938506364,5.127244584428361,,,
frequency_anomaly,2025-07-03 15:50:00,50199.0,3007.8280938506364,5.822917228439663,,,
frequency_anomaly,2025-07-03 16:00:00,46265.0,3007.8280938506364,5.337501091238446,,,
frequency_anomaly,2025-07-03 16:20:00,43589.0,3007.8280938506364,5.007309534769087,,,
frequency_anomaly,2025-07-03 16:50:00,29812.0,3007.8280938506364,3.307365934814544,,,
frequency_anomaly,2025-07-03 17:20:00,192100.0,3007.8280938506364,23.332077189037005,,,
frequency_anomaly,2025-07-03 17:30:00,370057.0,3007.8280938506364,45.290185864155724,,,
frequency_anomaly,2025-07-03 17:40:00,53084.0,3007.8280938506364,6.178897288385142,,,
frequency_anomaly,2025-07-04 09:00:00,65857.0,3007.8280938506364,7.754957359679282,,,
frequency_anomaly,2025-07-04 09:10:00,96437.0,3007.8280938506364,11.528222605132568,,,
frequency_anomaly,2025-07-04 09:30:00,42856.0,3007.8280938506364,4.916864687649491,,,
frequency_anomaly,2025-07-04 09:40:00,28489.0,3007.8280938506364,3.1441210061116434,,,
frequency_anomaly,2025-07-04 09:50:00,43965.0,3007.8280938506364,5.053704163032345,,,
frequency_anomaly,2025-07-04 10:00:00,31604.0,3007.8280938506364,3.528480758877732,,,
frequency_anomaly,2025-07-04 11:00:00,38007.0,3007.8280938506364,4.318546729009759,,,
frequency_anomaly,2025-07-04 20:50:00,176943.0,3007.8280938506364,21.461855432158803,,,
frequency_anomaly,2025-07-07 11:10:00,64433.0,3007.8280938506364,7.57925004412907,,,
frequency_anomaly,2025-07-07 11:20:00,57021.0,3007.8280938506364,6.664683595492715,,,
frequency_anomaly,2025-07-07 13:10:00,32170.0,3007.8280938506364,3.59831948121019,,,
frequency_anomaly,2025-07-07 13:20:00,36409.0,3007.8280938506364,4.121369558890912,,,
frequency_anomaly,2025-07-07 13:40:00,30340.0,3007.8280938506364,3.372515838333162,,,
frequency_anomaly,2025-07-07 14:10:00,30341.0,3007.8280938506364,3.372639228301947,,,
frequency_anomaly,2025-07-07 14:40:00,57318.0,3007.8280938506364,6.701330416221937,,,
frequency_anomaly,2025-07-07 14:50:00,34244.0,3007.8280938506364,3.8542302764708216,,,
frequency_anomaly,2025-07-07 15:00:00,47424.0,3007.8280938506364,5.480510065060564,,,
frequency_anomaly,2025-07-07 15:10:00,27330.0,3007.8280938506364,3.0011120322895257,,,
frequency_anomaly,2025-07-07 15:20:00,41258.0,3007.8280938506364,4.719687517530643,,,
frequency_anomaly,2025-07-07 15:40:00,31845.0,3007.8280938506364,3.55821774135498,,,
frequency_anomaly,2025-07-07 16:00:00,38119.0,3007.8280938506364,4.332366405513708,,,
frequency_anomaly,2025-07-07 16:10:00,47542.0,3007.8280938506364,5.495070081377224,,,
frequency_anomaly,2025-07-07 17:10:00,64676.0,3007.8280938506364,7.609233806543889,,,
frequency_anomaly,2025-07-07 17:20:00,33635.0,3007.8280938506364,3.7790857854805973,,,
frequency_anomaly,2025-07-07 17:30:00,36472.0,3007.8280938506364,4.129143126924383,,,
frequency_anomaly,2025-07-07 17:40:00,39953.0,3007.8280938506364,4.558663608265877,,,
frequency_anomaly,2025-07-07 17:50:00,115566.0,3007.8280938506364,13.888549318025829,,,
frequency_anomaly,2025-07-07 18:00:00,63198.0,3007.8280938506364,7.426863432679273,,,
